"year","month","credate","Ward","Police.District","Community.Area","Latitude","Longitude"
2015,9,2015-09-17,16,8,66,41.7841153127776,-87.6888004009272
2015,9,2015-09-17,16,8,63,41.7898844477925,-87.6969257150167
2015,9,2015-09-17,43,18,7,41.9172733230287,-87.6389309490936
2015,9,2015-09-17,6,7,68,41.7603252942884,-87.6453535628655
2015,9,2015-09-17,9,6,49,41.7264955772323,-87.6205706024988
2015,9,2015-09-17,38,16,15,41.9667081367335,-87.7820964745894
2015,9,2015-09-17,17,8,66,41.771734786347,-87.7061096432762
2015,9,2015-09-17,28,11,27,41.8702579003049,-87.696658935356
2015,9,2015-09-17,15,8,63,41.7920459890915,-87.6902376655679
2015,9,2015-09-17,32,19,5,41.9348528876173,-87.6856669683649
2015,9,2015-09-17,50,24,2,42.0183431558762,-87.6981177435159
2015,9,2015-09-17,13,8,62,41.7884088332315,-87.7290024378945
2015,9,2015-09-17,49,24,1,42.0219651470121,-87.6732138730898
2015,9,2015-09-17,13,8,65,41.7755170149396,-87.7310741744604
2015,9,2015-09-17,48,24,77,41.9979181591705,-87.6652408704515
2015,9,2015-09-17,39,17,13,41.9739289148496,-87.7180688973467
2015,9,2015-09-16,19,22,75,41.6843925605614,-87.6837812391864
2015,9,2015-09-16,23,8,56,41.7916793160058,-87.7840815879322
2015,9,2015-09-16,18,8,70,41.7431469156682,-87.6923035562796
2015,9,2015-09-16,1,12,24,41.9019480234933,-87.6900460249609
2015,9,2015-09-16,38,16,17,41.9421038446334,-87.7944864648029
2015,9,2015-09-16,37,25,25,41.9126337834184,-87.7629679746396
2015,9,2015-09-16,36,16,17,41.9439903167707,-87.7818757498986
2015,9,2015-09-16,18,8,70,41.7473004608914,-87.7000293762903
2015,9,2015-09-16,31,25,19,41.9386311027166,-87.754092063505
2015,9,2015-09-16,29,25,17,41.9371419224681,-87.8114546601851
2015,9,2015-09-16,23,8,57,41.7992571209929,-87.7332816655828
2015,9,2015-09-16,30,17,15,41.9453037901325,-87.7429495338943
2015,9,2015-09-16,31,25,19,41.9377551094484,-87.7507944411777
2015,9,2015-09-16,38,16,17,41.9545513061487,-87.7908459951932
2015,9,2015-09-16,16,7,68,41.7783669237126,-87.6521847768939
2015,9,2015-09-16,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-15,5,3,43,41.7665385245324,-87.5842098728922
2015,9,2015-09-15,42,1,32,41.887526695735,-87.6196374149782
2015,9,2015-09-15,27,12,24,41.898624440791,-87.6584185901029
2015,9,2015-09-15,27,12,24,41.8991729614936,-87.6584384022728
2015,9,2015-09-15,27,12,24,41.8987889930227,-87.6584240070164
2015,9,2015-09-15,27,12,24,41.8986739254984,-87.6587140970523
2015,9,2015-09-15,27,12,24,41.8987341986751,-87.65842217618
2015,9,2015-09-15,27,12,24,41.8996063907121,-87.6587474851924
2015,9,2015-09-15,28,12,28,41.8596490653548,-87.6712121928835
2015,9,2015-09-15,16,9,61,41.7939790072947,-87.6786992759727
2015,9,2015-09-15,18,8,70,41.7359418280136,-87.7179585071505
2015,9,2015-09-15,32,19,7,41.927658511038,-87.6718944366024
2015,9,2015-09-15,32,19,5,41.9437302643943,-87.676192298856
2015,9,2015-09-15,18,8,66,41.7633347659783,-87.6952959604918
2015,9,2015-09-15,45,16,11,41.9762121955601,-87.7649178532991
2015,9,2015-09-15,31,25,19,41.9377551094484,-87.7507944411777
2015,9,2015-09-15,47,19,5,41.9524607553207,-87.6772834753336
2015,9,2015-09-15,36,16,17,41.9465610773369,-87.777490226495
2015,9,2015-09-15,14,8,58,41.8134431434561,-87.7089447874308
2015,9,2015-09-15,10,4,52,41.714081191174,-87.5330058359698
2015,9,2015-09-15,45,17,16,41.948275756046,-87.7303061099673
2015,9,2015-09-15,38,16,17,41.9421038446334,-87.7944864648029
2015,9,2015-09-15,21,22,73,41.7192942925168,-87.6577921893427
2015,9,2015-09-15,42,1,32,41.887526695735,-87.6196374149782
2015,9,2015-09-13,20,9,61,41.8021707397047,-87.668303049821
2015,9,2015-09-13,27,12,28,41.8843133848937,-87.6594550738431
2015,9,2015-09-13,27,12,28,41.8843133848937,-87.6594550738431
2015,9,2015-09-14,7,4,51,41.7064884146258,-87.5610096974766
2015,9,2015-09-14,27,12,24,41.8891552564988,-87.6755459228399
2015,9,2015-09-14,38,16,17,41.9421038446334,-87.7944864648029
2015,9,2015-09-14,31,25,19,41.9377551094484,-87.7507944411777
2015,9,2015-09-14,29,25,25,41.9145779014836,-87.79481365125
2015,9,2015-09-14,39,17,14,41.9702405491808,-87.7438561173998
2015,9,2015-09-14,37,11,23,41.8972386472065,-87.7306388702803
2015,9,2015-09-14,16,8,66,41.7806394615918,-87.6884149237168
2015,9,2015-09-14,28,11,27,41.8702579003049,-87.696658935356
2015,9,2015-09-14,16,9,61,41.7966429730202,-87.6693707665619
2015,9,2015-09-14,27,12,24,41.8990634066271,-87.6584341474048
2015,9,2015-09-14,20,3,42,41.7809802489864,-87.6041730979813
2015,9,2015-09-14,20,9,61,41.8072748704947,-87.6602167357963
2015,9,2015-09-14,20,9,61,41.8072183203532,-87.6602152827897
2015,9,2015-09-12,45,17,15,41.9566092677063,-87.7457717422811
2015,9,2015-09-12,28,12,28,41.8766123882015,-87.6580375753336
2015,9,2015-09-13,27,12,24,41.8920672652127,-87.6573304924619
2015,9,2015-09-11,16,9,61,41.7939841096346,-87.6782593569714
2015,9,2015-09-11,41,16,10,41.9850261659875,-87.8226870394287
2015,9,2015-09-11,37,25,25,41.907022885951,-87.7434200347345
2015,9,2015-09-11,32,19,7,41.9297471471686,-87.6669503853037
2015,9,2015-09-11,36,16,15,41.9466523189971,-87.7693447359539
2015,9,2015-09-11,38,16,15,41.9513464683597,-87.7631321622066
2015,9,2015-09-11,9,5,50,41.687513248704,-87.6109001153616
2015,9,2015-09-10,1,14,24,41.9109153348093,-87.6931928181086
2015,9,2015-09-10,32,19,6,41.9359533536643,-87.6675077123609
2015,9,2015-09-10,16,7,67,41.7822464020377,-87.6584185602201
2015,9,2015-09-10,15,9,61,41.8112595362439,-87.6627549666327
2015,9,2015-09-10,40,20,4,41.9795139084339,-87.6826529837035
2015,9,2015-09-10,26,12,24,41.8917217532342,-87.6880995886447
2015,9,2015-09-10,30,25,19,41.9277094827309,-87.7681009657399
2015,9,2015-09-10,42,1,32,41.8880826288489,-87.6206582610662
2015,9,2015-09-10,36,25,19,41.9336718464588,-87.7892988992704
2015,9,2015-09-10,20,2,40,41.7868996114423,-87.6172596480502
2015,9,2015-09-09,44,19,6,41.9385830389937,-87.6441347100481
2015,9,2015-09-09,9,6,49,41.7248670998991,-87.6221423728427
2015,9,2015-09-09,31,25,20,41.9372845406135,-87.7348913785323
2015,9,2015-09-09,21,22,73,41.7207717906514,-87.6457704524005
2015,9,2015-09-09,15,9,61,41.8047396378916,-87.677841704415
2015,9,2015-09-09,30,25,19,41.9356516311181,-87.7698949990538
2015,9,2015-09-09,27,12,24,41.8926613435663,-87.6572773583363
2015,9,2015-09-08,19,22,75,41.6917201525793,-87.6773600635702
2015,9,2015-09-08,21,22,73,41.7219803479062,-87.6418663273746
2015,9,2015-09-08,24,10,29,41.860349248352,-87.7037860311694
2015,9,2015-09-08,36,16,17,41.9400508138186,-87.7857058604802
2015,9,2015-09-08,44,19,6,41.9354747839453,-87.64879740232
2015,9,2015-09-08,44,19,6,41.9460261348194,-87.6568661065096
2015,9,2015-09-08,33,17,14,41.9633613702744,-87.6999005716512
2015,9,2015-09-08,27,12,28,41.8822100641572,-87.6607254498452
2015,9,2015-09-08,32,14,22,41.9291283848402,-87.7038163917169
2015,9,2015-09-08,50,24,2,42.0065392374794,-87.6810441578081
2015,9,2015-09-08,30,17,21,41.9408413829025,-87.7244159418998
2015,9,2015-09-08,32,19,5,41.9443659793742,-87.6844007714096
2015,9,2015-09-08,31,16,15,41.939577318115,-87.75085729894
2015,9,2015-09-08,1,12,24,41.8931642674911,-87.6846015282182
2015,9,2015-09-08,29,25,25,41.9026124726679,-87.7667381463845
2015,9,2015-09-08,46,19,6,41.9530249608386,-87.646837139817
2015,9,2015-09-07,30,25,19,41.9273447621293,-87.7635006207347
2015,9,2015-09-07,30,17,16,41.9408751716296,-87.7384621002472
2015,9,2015-09-07,1,14,22,41.9149277168554,-87.7018665565769
2015,9,2015-09-05,37,11,23,41.8963089008661,-87.7321338037621
2015,9,2015-09-06,7,4,46,41.7445567133486,-87.5509060795223
2015,9,2015-09-06,39,17,14,41.9701418505204,-87.7439777263816
2015,9,2015-09-06,48,20,77,41.9821503218617,-87.6614496414505
2015,9,2015-09-06,16,9,61,41.7944696943483,-87.6683890842749
2015,9,2015-09-06,27,12,28,41.8816571870811,-87.6613804251451
2015,9,2015-09-06,30,25,19,41.933592049609,-87.7701181670579
2015,9,2015-09-04,34,22,73,41.710354267699,-87.6479334048247
2015,9,2015-09-04,7,4,51,41.7169695629438,-87.574889748434
2015,9,2015-09-04,28,12,28,41.8732846000045,-87.6606900750128
2015,9,2015-09-04,28,11,26,41.8765927856163,-87.7232345877739
2015,9,2015-09-04,49,24,1,42.0125656687914,-87.6681705268623
2015,9,2015-09-04,37,15,25,41.8968935356964,-87.7515465786717
2015,9,2015-09-04,27,12,24,41.8920672652127,-87.6573304924619
2015,9,2015-09-04,27,12,24,41.8920672652127,-87.6573304924619
2015,9,2015-09-04,27,12,24,41.8920672652127,-87.6573304924619
2015,9,2015-09-04,27,12,24,41.8919325771435,-87.6574548786389
2015,9,2015-09-03,23,8,56,41.7888866891509,-87.7658808759005
2015,9,2015-09-03,13,8,64,41.7777412285406,-87.7842805540172
2015,9,2015-09-03,11,9,60,41.8247531717024,-87.6446019786041
2015,9,2015-09-03,21,6,49,41.7288166048427,-87.6319822493901
2015,9,2015-09-03,21,6,49,41.7288149461253,-87.6320993314273
2015,9,2015-09-03,20,2,40,41.7878735211421,-87.620816446164
2015,9,2015-09-03,20,9,61,41.8048403281547,-87.6662438103927
2015,9,2015-09-03,33,17,16,41.9520212623599,-87.7028607372513
2015,9,2015-09-03,28,12,28,41.8701727289582,-87.6569264018181
2015,9,2015-09-03,37,11,23,41.8972309606189,-87.729983965242
2015,9,2015-09-03,29,15,25,41.8776415688097,-87.7576931638536
2015,9,2015-09-03,47,19,5,41.9590179745933,-87.6836100757317
2015,9,2015-09-03,47,20,3,41.972323192443,-87.6648665635224
2015,9,2015-09-02,45,16,15,41.9646713849444,-87.7666471753877
2015,9,2015-09-02,6,6,69,41.7545094004768,-87.6231485189058
2015,9,2015-09-02,24,11,26,41.8727103953863,-87.7204662072533
2015,9,2015-09-02,29,15,25,41.8962807695313,-87.7668080038426
2015,9,2015-09-02,40,20,4,41.9722366451429,-87.6965171028105
2015,9,2015-09-02,20,9,61,41.8056135799986,-87.6610954772807
2015,9,2015-09-02,20,3,69,41.7698249125158,-87.6143739312892
2015,9,2015-09-02,47,19,4,41.9670854996588,-87.6751607247347
2015,9,2015-09-01,40,20,4,41.9739175395274,-87.6929668401501
2015,9,2015-09-01,40,20,4,41.9741393132805,-87.6928198290345
2015,9,2015-09-01,40,24,77,41.9927440498347,-87.6721500765775
2015,9,2015-09-01,47,20,4,41.970404386307,-87.6833025812214
2015,9,2015-09-02,45,17,15,41.9581058270304,-87.7462472540707
2015,9,2015-09-02,20,3,40,41.7854341453239,-87.6223739803828
2015,9,2015-09-02,26,12,24,41.8936972316505,-87.692744846396
2015,9,2015-09-02,39,16,10,41.9907915491909,-87.7856477631807
2015,9,2015-09-02,13,8,65,41.7760732020696,-87.7228412453835
2015,9,2015-09-02,20,3,40,41.7845939754822,-87.6220577822531
2015,9,2015-09-02,11,9,60,41.8258964312445,-87.6446251386494
2015,9,2015-09-02,20,9,61,41.8001578318801,-87.6560943056175
2015,9,2015-09-01,17,8,66,41.7723999926095,-87.6906350011151
2015,9,2015-09-01,41,16,12,41.9992085400027,-87.7669043103018
2015,9,2015-09-01,11,9,60,41.8288310316628,-87.6447799370435
2015,9,2015-09-01,6,3,69,41.7621000976026,-87.6065671935661
2015,9,2015-09-01,49,24,1,42.0145520925488,-87.6781079672615
2015,9,2015-09-01,14,8,56,41.8027970324418,-87.7392104945748
2015,9,2015-09-01,37,11,23,41.8959921035898,-87.7311813821192
2015,9,2015-09-01,47,19,3,41.9634647611123,-87.6736194827253
2015,9,2015-09-01,47,19,3,41.9634669826377,-87.6734541496297
2015,9,2015-09-01,40,20,4,41.9801148568288,-87.689464609889
2015,9,2015-09-01,13,8,64,41.7831251764772,-87.7706207649112
2015,9,2015-09-01,39,17,16,41.9590175195586,-87.7292239973682
2015,9,2015-09-21,36,25,18,41.9331043890229,-87.7978414453955
2015,9,2015-09-21,47,19,5,41.9531428852153,-87.6764737004957
2015,9,2015-09-21,25,9,34,41.8529037774565,-87.63500467743
2015,9,2015-09-20,45,16,11,41.9739308163211,-87.7856337057861
2015,9,2015-09-20,31,16,15,41.9432337170659,-87.7505389252019
2015,9,2015-09-20,45,16,11,41.9739308163211,-87.7856337057861
2015,9,2015-09-20,45,16,11,41.9739308163211,-87.7856337057861
2015,9,2015-09-20,21,22,73,41.7219803479062,-87.6418663273746
2015,9,2015-09-20,2,18,8,41.9105743167308,-87.639936533973
2015,9,2015-09-20,29,15,25,41.8796644582317,-87.7666171355607
2015,9,2015-09-21,33,17,16,41.9538428371963,-87.702672580557
2015,9,2015-09-21,12,9,58,41.8236189942443,-87.6931372136588
2015,9,2015-09-21,29,25,17,41.9371419224681,-87.8114546601851
2015,9,2015-09-21,15,7,67,41.7771581427999,-87.666480063008
2015,9,2015-09-21,32,14,22,41.9295735784207,-87.7047609227735
2015,9,2015-09-21,50,24,2,42.0028098951696,-87.6935276921364
2015,9,2015-09-21,32,19,7,41.927658511038,-87.6718944366024
2015,9,2015-09-21,15,9,61,41.8029221745791,-87.6767493191741
2015,9,2015-09-21,8,4,45,41.7448209294683,-87.5842863238816
2015,9,2015-09-19,31,25,19,41.9322459682605,-87.7534913997686
2015,9,2015-09-19,49,24,1,42.0054076208439,-87.6756863549043
2015,9,2015-09-19,45,16,10,41.9738693562808,-87.795031961478
2015,9,2015-09-19,45,16,11,41.972204610963,-87.7783157697678
2015,9,2015-09-19,11,9,60,41.8381171080882,-87.6492477697445
2015,9,2015-09-19,49,24,1,42.0054076208439,-87.6756863549043
2015,9,2015-09-19,25,12,31,41.8540044527387,-87.6503571457579
2015,9,2015-09-18,41,16,9,42.018342523637,-87.8079228827905
2015,9,2015-09-18,50,24,2,41.9958393899754,-87.7023589014766
2015,9,2015-09-18,3,2,35,41.8257397918647,-87.6187769816282
2015,9,2015-09-18,38,16,17,41.9392777217677,-87.8188696578663
2015,9,2015-09-18,29,15,25,41.8964468637207,-87.7733946810175
2015,9,2015-09-18,13,8,64,41.7796814212624,-87.7677503090463
2015,9,2015-09-18,30,25,19,41.9312561515897,-87.7754392596897
2015,9,2015-09-18,31,25,19,41.9268612978387,-87.749002191991
2015,9,2015-09-18,2,14,24,41.9113805897809,-87.6628167342257
2015,9,2015-09-18,11,9,34,41.8366680688031,-87.6326983979374
2015,9,2015-09-18,39,17,14,41.9616941359816,-87.7292729226755
2015,9,2015-09-18,50,24,2,41.9958393899754,-87.7023589014766
2015,9,2015-09-18,11,9,60,41.8275122990538,-87.6470057989507
2015,9,2015-09-18,50,24,2,41.9965479871819,-87.6982368519571
2015,9,2015-09-17,23,8,64,41.7748166598503,-87.7966703039282
2015,9,2015-09-17,27,11,23,41.8973671304407,-87.7188783080262
2015,9,2015-09-17,37,25,25,41.9068291434323,-87.7634826336313
2015,9,2015-09-17,25,9,59,41.83408633314,-87.6791215119096
2015,9,2015-09-17,47,19,5,41.9494873949158,-87.6788247554598
2015,9,2015-09-16,29,15,25,41.8775130140969,-87.77366717302
2015,9,2015-09-16,29,25,17,41.9373848193243,-87.8080944467393
2015,9,2015-09-15,29,25,25,41.9127438243274,-87.7683434739672
2015,9,2015-09-15,29,25,25,41.9151008218467,-87.8039912359136
2015,9,2015-09-13,29,25,25,41.9025213000349,-87.7728049998034
2015,9,2015-09-13,29,25,17,41.9360307281032,-87.8163842873483
2015,9,2015-09-14,29,15,25,41.8860530475887,-87.7718414417234
2015,9,2015-09-12,29,25,25,41.9172837930905,-87.8025210844575
2015,9,2015-09-11,48,24,77,41.9927522734754,-87.6670113957197
2015,9,2015-09-11,29,25,18,41.9359368437846,-87.8054403831927
2015,9,2015-09-11,29,25,25,41.9138798895108,-87.7853021269964
2015,9,2015-09-11,29,25,25,41.9138798895108,-87.7853021269964
2015,9,2015-09-10,31,25,19,41.9258563797949,-87.7560128200304
2015,9,2015-09-10,5,2,41,41.8015022871713,-87.6012009423321
2015,9,2015-09-10,29,15,25,41.8962450330247,-87.7692396213559
2015,9,2015-09-10,29,25,25,41.9138798895108,-87.7853021269964
2015,9,2015-09-09,29,16,17,41.9409059729381,-87.8042272940496
2015,9,2015-09-09,16,9,61,41.7939824763242,-87.6784062631293
2015,9,2015-09-09,34,22,49,41.7013807548237,-87.6415951720154
2015,9,2015-09-08,9,6,49,41.7248103900701,-87.6221407571608
2015,9,2015-09-08,9,6,44,41.7358695499551,-87.6175949813291
2015,9,2015-09-08,29,25,25,41.9145779014836,-87.79481365125
2015,9,2015-09-06,29,25,25,41.9176165027349,-87.797621741182
2015,9,2015-09-06,9,22,73,41.7132880070995,-87.635571329245
2015,9,2015-09-07,34,22,75,41.6958871263767,-87.6475053441227
2015,9,2015-09-07,10,4,51,41.6610078085541,-87.5860817366307
2015,9,2015-09-05,29,25,18,41.9227536485701,-87.8023997899831
2015,9,2015-09-05,16,8,66,41.782572794826,-87.6887619826277
2015,9,2015-09-03,21,22,73,41.7161404101622,-87.6577027497751
2015,9,2015-09-03,19,22,75,41.6953231314824,-87.6789319853513
2015,9,2015-09-03,34,22,73,41.7031594350574,-87.6452958486493
2015,9,2015-09-03,9,5,49,41.7054577412169,-87.6084664873135
2015,9,2015-09-03,34,22,75,41.6916600110995,-87.6458602401125
2015,9,2015-09-03,34,5,53,41.6835977379206,-87.6263166324385
2015,9,2015-09-03,34,22,73,41.7104126562433,-87.6479348968809
2015,9,2015-09-01,41,16,10,41.9744911716749,-87.7953146073567
2015,9,2015-09-01,38,16,17,41.9485372182316,-87.7830474152055
2015,9,2015-09-01,36,16,17,41.9464919837482,-87.7840446100551
2015,9,2015-09-01,45,16,10,41.9833115593995,-87.7845233899865
2015,9,2015-09-01,35,14,22,41.9309332556606,-87.7139935878758
2015,9,2015-09-22,14,8,58,41.8136458306142,-87.708949666399
2015,9,2015-09-22,14,8,58,41.8136458306142,-87.708949666399
2015,9,2015-09-22,12,9,58,41.8236189942443,-87.6931372136588
2015,9,2015-09-22,12,9,58,41.8236189942443,-87.6931372136588
2015,9,2015-09-22,18,8,70,41.755330669249,-87.709670838541
2015,9,2015-09-22,9,22,73,41.7132893808589,-87.6350816460095
2015,9,2015-09-22,37,25,25,41.9057422816412,-87.7576687852758
2015,9,2015-09-22,29,15,25,41.8857191619191,-87.7724754570138
2015,9,2015-09-20,39,17,14,41.9715625918759,-87.7433671222379
2015,9,2015-09-20,37,25,25,41.9060130083966,-87.7534715936284
2015,9,2015-09-20,9,6,49,41.7257093256134,-87.6174149543205
2015,9,2015-09-21,17,7,67,41.7596931686008,-87.654720680609
2015,9,2015-09-21,30,16,15,41.9470144453443,-87.7578365454786
2015,9,2015-09-21,50,24,2,42.0028098951696,-87.6935276921364
2015,9,2015-09-21,37,15,25,41.8905596931789,-87.7516229338931
2015,9,2015-09-21,39,17,14,41.9660658297889,-87.7337728868891
2015,9,2015-09-21,37,15,25,41.8923154480283,-87.7556500749123
2015,9,2015-09-21,37,25,25,41.9085222351696,-87.7548430683813
2015,9,2015-09-21,39,17,14,41.9662785258988,-87.7340838752667
2015,9,2015-09-19,49,24,1,42.0081225406801,-87.6781794414472
2015,9,2015-09-19,48,20,77,41.9879866756902,-87.6669575050072
2015,9,2015-09-18,9,5,49,41.709697063638,-87.6314538301355
2015,9,2015-09-18,37,15,25,41.8985509515489,-87.747532684718
2015,9,2015-09-17,37,25,25,41.9072453463934,-87.7523592350099
2015,9,2015-09-17,37,25,23,41.9045133887459,-87.7309250667827
2015,9,2015-09-17,37,11,23,41.8954056772975,-87.7333395183713
2015,9,2015-09-16,29,15,25,41.8727635240705,-87.7608321450124
2015,9,2015-09-15,37,25,25,41.9124344477601,-87.7497353007324
2015,9,2015-09-15,37,15,25,41.8861248858411,-87.7588017712934
2015,9,2015-09-15,9,5,49,41.6991228907284,-87.6219583434287
2015,9,2015-09-13,30,25,19,41.9381290564245,-87.7614292864809
2015,9,2015-09-11,0,0,0,41.6702153236209,-87.6600798440733
2015,9,2015-09-11,1,14,22,41.9159994156878,-87.6960788174072
2015,9,2015-09-11,1,14,22,41.9163380154692,-87.6960890636309
2015,9,2015-09-11,37,11,23,41.8893595520149,-87.7233236606636
2015,9,2015-09-11,37,15,25,41.889027321868,-87.7581835218669
2015,9,2015-09-12,1,14,22,41.9167611511815,-87.6991384354456
2015,9,2015-09-10,32,14,22,41.917240151054,-87.6762459054957
2015,9,2015-09-10,9,5,49,41.6872971971216,-87.6112458996459
2015,9,2015-09-09,32,19,7,41.9273775145947,-87.6692957926474
2015,9,2015-09-09,1,14,22,41.9147259560151,-87.6948207895567
2015,9,2015-09-09,8,5,50,41.7179855042544,-87.5984308667041
2015,9,2015-09-09,37,25,25,41.9078013621509,-87.7555052067346
2015,9,2015-09-09,37,25,25,41.9088075063691,-87.7545559981288
2015,9,2015-09-09,43,18,7,41.9245164380973,-87.6485794343426
2015,9,2015-09-09,44,19,6,41.939466862817,-87.6410554284602
2015,9,2015-09-09,31,25,20,41.9325111830202,-87.7394251369304
2015,9,2015-09-07,37,11,23,41.8979277597429,-87.7336985810404
2015,9,2015-09-07,18,8,70,41.7348841571187,-87.7273581941608
2015,9,2015-09-08,18,8,70,41.73983765234,-87.7038302956939
2015,9,2015-09-08,37,25,25,41.906096717797,-87.7461606580778
2015,9,2015-09-08,37,15,25,41.9004836190142,-87.758346255363
2015,9,2015-09-08,18,8,70,41.7511205026432,-87.7398736275567
2015,9,2015-09-04,21,22,73,41.7299813355433,-87.6615319886098
2015,9,2015-09-05,17,8,66,41.7641965463633,-87.7078214613846
2015,9,2015-09-05,18,8,70,41.7445793356932,-87.7396397115835
2015,9,2015-09-05,37,15,25,41.8986389438537,-87.7619688718632
2015,9,2015-09-06,18,8,70,41.7473004608914,-87.7000293762903
2015,9,2015-09-06,37,15,25,41.8978224091463,-87.7495844806181
2015,9,2015-09-03,14,9,63,41.7945625099719,-87.6985570224694
2015,9,2015-09-03,17,8,66,41.7605101314725,-87.7106610718772
2015,9,2015-09-03,36,25,18,41.9296364003026,-87.797726555617
2015,9,2015-09-03,36,16,15,41.94338789257,-87.7692516308432
2015,9,2015-09-03,21,6,71,41.7416345217735,-87.6548582167582
2015,9,2015-09-03,37,25,25,41.912367509597,-87.754879757882
2015,9,2015-09-01,33,17,21,41.9458724323138,-87.7065133322058
2015,9,2015-09-01,41,16,9,42.0054219542557,-87.8135489336748
2015,9,2015-09-02,41,16,76,41.9759063327827,-87.8433181237697
2015,9,2015-09-02,38,16,15,41.965754620805,-87.7818183697151
2015,9,2015-09-02,45,16,11,41.9744301582363,-87.7563520939997
2015,9,2015-09-02,36,25,19,41.9209970325615,-87.7816339653205
2015,9,2015-09-02,36,25,19,41.9212133825574,-87.7818593261445
2015,9,2015-09-02,36,25,19,41.9188937287672,-87.7512273170852
2015,9,2015-09-02,36,16,15,41.9413717245462,-87.7708866268147
2015,9,2015-09-02,36,25,19,41.9185332827176,-87.7550573803724
2015,9,2015-09-02,36,16,17,41.9428194324072,-87.7847112804942
2015,9,2015-09-02,17,8,66,41.7723999926095,-87.6906350011151
2015,9,2015-09-02,17,8,66,41.7723999926095,-87.6906350011151
2015,9,2015-09-22,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-22,47,19,5,41.9586601577772,-87.6848146202511
2015,9,2015-09-22,50,24,2,42.0030229542095,-87.6932809573165
2015,9,2015-09-22,50,24,2,42.0011209810779,-87.6976940199787
2015,9,2015-09-20,5,2,41,41.7971901001829,-87.6029251532882
2015,9,2015-09-20,20,9,61,41.8081712201376,-87.6635951701729
2015,9,2015-09-20,5,2,41,41.7938991438883,-87.5882579090949
2015,9,2015-09-20,8,4,48,41.733468650534,-87.5779141974906
2015,9,2015-09-20,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-21,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-21,4,2,39,41.8024077049026,-87.6029323557552
2015,9,2015-09-21,8,4,45,41.7475843551488,-87.5906781059418
2015,9,2015-09-21,8,6,44,41.7381501038334,-87.6013706980716
2015,9,2015-09-21,8,6,44,41.7381501038334,-87.6013706980716
2015,9,2015-09-21,13,8,64,41.776454341315,-87.7443545185756
2015,9,2015-09-19,13,8,65,41.7687898816912,-87.7201798409584
2015,9,2015-09-19,8,6,44,41.7465864042171,-87.6036868915415
2015,9,2015-09-18,13,8,64,41.7742731791612,-87.7398710864129
2015,9,2015-09-18,23,8,66,41.7809224113121,-87.710328684251
2015,9,2015-09-18,16,9,61,41.7952676916705,-87.6693323170114
2015,9,2015-09-17,23,8,64,41.7766911931,-87.7946631462394
2015,9,2015-09-17,23,8,64,41.7747929981435,-87.7839485508398
2015,9,2015-09-17,23,8,56,41.7917708260719,-87.7978635001206
2015,9,2015-09-17,23,8,56,41.791825940355,-87.7978655893058
2015,9,2015-09-17,5,3,43,41.7659204164291,-87.5764402487624
2015,9,2015-09-17,8,4,48,41.7257100861776,-87.5839359861225
2015,9,2015-09-16,34,5,49,41.7026696933119,-87.6271097677804
2015,9,2015-09-16,34,22,73,41.7122060864513,-87.650415399811
2015,9,2015-09-16,8,4,48,41.7348680456094,-87.5870174351375
2015,9,2015-09-15,8,6,69,41.7519695300273,-87.602919042097
2015,9,2015-09-15,16,9,61,41.7993802066555,-87.6673069669566
2015,9,2015-09-15,23,8,64,41.7774890225715,-87.7866019772275
2015,9,2015-09-13,28,11,25,41.8793957684426,-87.7420351820886
2015,9,2015-09-13,1,14,22,41.914927772334,-87.6915725001286
2015,9,2015-09-14,34,22,49,41.6941405873313,-87.6377306790882
2015,9,2015-09-14,34,5,53,41.6793462196905,-87.6567414536194
2015,9,2015-09-14,1,12,24,41.9019480234933,-87.6900460249609
2015,9,2015-09-14,32,14,22,41.9274478139313,-87.7031359770037
2015,9,2015-09-14,5,2,39,41.8026226662398,-87.5851133972159
2015,9,2015-09-14,32,19,5,41.9448590228088,-87.6841658549144
2015,9,2015-09-11,28,15,25,41.8855912589953,-87.7484334888159
2015,9,2015-09-11,13,8,64,41.7772807712272,-87.7647196216884
2015,9,2015-09-11,44,19,6,41.9335043623973,-87.6496127053714
2015,9,2015-09-12,16,8,63,41.7882380971303,-87.6983794176505
2015,9,2015-09-12,32,19,5,41.9398688007528,-87.678510871077
2015,9,2015-09-12,16,7,68,41.7706544397507,-87.6507699033853
2015,9,2015-09-09,21,6,71,41.7386353172862,-87.6535605864794
2015,9,2015-09-09,17,6,71,41.7524612130338,-87.6516773099343
2015,9,2015-09-09,21,6,71,41.7425556210875,-87.6655234264938
2015,9,2015-09-08,19,22,75,41.6916558393546,-87.6773579620486
2015,9,2015-09-05,38,16,17,41.9504205052908,-87.7768020933304
2015,9,2015-09-05,38,16,15,41.955977196067,-87.7733538193916
2015,9,2015-09-05,17,8,66,41.7763015649299,-87.6910295514852
2015,9,2015-09-05,38,16,17,41.9507837724109,-87.7939290552195
2015,9,2015-09-05,14,8,57,41.8042836467379,-87.7297495999654
2015,9,2015-09-05,18,8,66,41.7593506900295,-87.6822121697367
2015,9,2015-09-05,15,8,63,41.7920528893882,-87.6897574516538
